   31-Oct-2019 13:23:47

=============================================================================
Please enter the name of the location you are interested in: [noh][ugn][ord] 
ord

temp_table

temp_table =

  21976×12 <a href="matlab:helpPopup table" style="font-weight:bold">table</a>

    <strong>Var1</strong>        <strong>Date</strong>       <strong>max</strong>    <strong>min</strong>      <strong>mean</strong>         <strong>dewpt</strong>       <strong>windS</strong>     <strong>windD</strong>      <strong>peak</strong>      <strong>atm</strong>       <strong>sea</strong>      <strong>precip</strong>
    <strong>_____</strong>    <strong>__________</strong>    <strong>___</strong>    <strong>___</strong>    <strong>_________</strong>    <strong>_________</strong>    <strong>_______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>    <strong>______</strong>

    18938    2010-09-07     78     60        70.75       47.458     17.125    254.58       NaN    990.56    1012.1        0 
    18939    2010-09-08     71     54       61.542       46.833       7.75    195.83       NaN    996.82    1018.9        0 
    18940    2010-09-09     68     53       61.375       49.292     6.8333    161.43       NaN     996.5    1018.7        0 
    18941    2010-09-10     72     59       66.542       50.458         11    97.917       NaN    992.63    1014.6        0 
    18942    2010-09-11     75     59         64.5       54.042     8.9167    228.26       NaN    989.07    1010.9     0.16 
    18943    2010-09-12     83     55       70.042           50      8.125    226.25       NaN     994.1    1015.9        0 
    18944    2010-09-13     81     62         70.5       53.042     4.6667    157.27       NaN    994.04    1015.7        0 
    18945    2010-09-14     75     58       67.292       48.167     5.5417    95.417       NaN    996.85    1018.7        0 
    18946    2010-09-15     75     61       68.875       52.542     8.4167    116.25       NaN    994.12    1015.9     0.04 
    18947    2010-09-16     70     57        64.25         55.5     12.917    189.17       NaN    989.25      1011     0.03 
    18948    2010-09-17     74     52       64.125       48.208     4.7917       150       NaN     996.4    1018.5        0 
    18949    2010-09-18     66     60       63.125       54.792      7.375    112.92       NaN    997.81    1019.9     0.22 
    18950    2010-09-19     67     58       62.542       47.792     8.3333    97.917       NaN    999.48    1021.7     0.01 
    18951    2010-09-20     76     64       70.375       59.792     7.0833    115.83       NaN    994.83    1016.7        0 
    18952    2010-09-21     89     67       76.292       62.625      10.25    219.58       NaN    989.64      1011     0.03 
    18953    2010-09-22     73     64       67.292       60.917     5.1667    118.64       NaN    994.48    1016.2        0 
    18954    2010-09-23     89     66        79.25       60.917     14.875    201.25       NaN    990.37    1011.8        0 
    18955    2010-09-24     79     58       66.875       53.125       16.5       255    30.158    989.58    1011.1      0.2 
    18956    2010-09-25     60     52       54.792       42.417     9.4167    174.58       NaN    997.16    1019.6        0 
    18957    2010-09-26     59     53       55.458        43.75     11.667    120.83       NaN    997.59      1020     0.05 
    18958    2010-09-27     61     50       54.875       45.917     2.7083    94.348       NaN    991.58      1014     0.01 
    18959    2010-09-28     69     48       59.375       43.708       3.75    85.217       NaN    986.36    1008.5        0 
    18960    2010-09-29     75     51       64.042       44.792     5.5417    178.75       NaN    987.65    1009.6        0 
    18961    2010-09-30     74     54       63.917       48.917      10.25    203.75       NaN    990.93    1012.8        0 
    18962    2010-10-01     72     50       61.375       43.625        5.5    163.75       NaN    995.07    1017.3     0.02 
    18963    2010-10-02     54     46       50.625       42.542      17.75    294.17       NaN    998.81    1021.4     0.25 
    18964    2010-10-03     55     43       48.833       37.292     10.958    243.75       NaN    1005.2    1028.2     0.01 
    18965    2010-10-04     59     41       50.333       38.458     4.2917    121.36       NaN      1006      1029        0 
    18966    2010-10-05     66     40       53.625       37.333     2.7083    116.52       NaN    1004.5    1027.3        0 
    18967    2010-10-06     77     46       62.333       43.333       7.25    237.08       NaN    995.98    1018.3        0 
    18968    2010-10-07     75     50       61.958       40.167     4.5833    226.67       NaN    996.15    1018.2        0 
    18969    2010-10-08     79     50       65.042       37.208     7.0833    197.08       NaN    994.99    1017.1        0 
    18970    2010-10-09     86     57       71.083       49.292     4.2083    195.65       NaN    993.02    1014.7        0 
    18971    2010-10-10     83     59        71.25           50      3.875    172.08       NaN     990.4    1011.9        0 
    18972    2010-10-11     81     58       66.583       52.958       4.25    112.08       NaN    988.08    1009.7        0 
    18973    2010-10-12     75     55       64.167       54.583          5    146.19       NaN    990.95    1012.9        0 
    18974    2010-10-13     62     48       57.792       48.458     8.3333    160.42       NaN    995.43    1017.6     0.26 
    18975    2010-10-14     65     45           56           31          8    221.25       NaN     992.5    1014.9        0 
    18976    2010-10-15     61     47       53.833       40.583     9.2083    206.25       NaN    994.76    1017.2        0 
    18977    2010-10-16     70     44       57.167        38.75     7.2083    201.25       NaN    995.33    1017.8        0 
    18978    2010-10-17     64     48       55.875       37.667     5.3333    135.65       NaN    996.15    1018.5        0 
    18979    2010-10-18     58     46       53.458       40.917        5.5    117.08       NaN    994.21    1016.6        0 
    18980    2010-10-19     60     41       50.958       34.458     6.4583    250.42       NaN    992.51    1015.1        0 
    18981    2010-10-20     70     47       56.792       34.292     12.292    252.92       NaN    985.66    1007.8        0 
    18982    2010-10-21     55     41       48.375       29.292     8.8333    288.75       NaN    991.71    1014.3        0 
    18983    2010-10-22     64     38        52.75       28.542      5.125       140       NaN    996.31      1019     0.01 
    18984    2010-10-23     66     55       61.417       43.375      10.25    194.35       NaN    991.93    1014.1     0.21 
